"CommodityScheme","CommodityCode","Description","Parent Code","Level","IsBasicLevel"
"HS22","710121","Pearls; cultured, unworked, whether or not graded (but not strung, mounted or set), temporarily strung for the convenience of transport","7101","6","1"
"HS22","710122","Pearls; cultured, worked, whether or not graded (but not strung, mounted or set), temporarily strung for the convenience of transport","7101","6","1"
"HS22","7102","Diamonds, whether or not worked, but not mounted or set","71","4","0"
"HS22","710210","Diamonds; whether or not worked, but not mounted or set, unsorted","7102","6","1"
"HS22","710221","Diamonds; industrial, unworked or simply sawn, cleaved or bruted, but not mounted or set","7102","6","1"
"HS22","710229","Diamonds; industrial, (other than unworked or simply sawn, cleaved or bruted), but not mounted or set","7102","6","1"
"HS22","710231","Diamonds; non-industrial, unworked or simply sawn, cleaved or bruted, but not mounted or set","7102","6","1"
"HS22","710239","Diamonds; non-industrial, (other than unworked or simply sawn, cleaved or bruted), but not mounted or set","7102","6","1"
"HS22","7103","Precious (excluding diamond) and semi-precious stone; worked, graded, not strung, mounted, set; ungraded precious (excluding diamond) and semi-precious stone, temporarily strung for convenience of transport","71","4","0"
"HS22","710310","Stones; precious (other than diamonds) and semi-precious stones, unworked or simply sawn or roughly shaped, not strung, mounted or set","7103","6","1"
"HS22","710391","Stones; rubies, sapphires and emeralds, worked (other than simply sawn or roughly shaped), not strung, mounted or set","7103","6","1"
"HS22","710399","Stones; precious (other than diamonds) and semi-precious stones, (other than rubies, sapphires and emeralds), worked other than simply sawn or roughly shaped, not strung, mounted or set","7103","6","1"
"HS22","7104","Stones; synthetic or reconstructed precious or semi-precious, whether or not worked or graded but not strung, mounted or set; ungraded synthetic or reconstructed precious or semi-precious stones, temporarily strung for convenience of transport","71","4","0"
"HS22","710410","Stones; piezo-electric quartz, whether or not worked or graded but not strung, mounted or set; ungraded synthetic or reconstructed precious or semi-precious stones, temporarily strung for convenience of transport","7104","6","1"
"HS22","710421","Stones; diamonds, unworked or simply sawn or roughly shaped","7104","6","1"
"HS22","710429","Stones; synthetic or reconstructed precious or semi-precious n.e.c. in heading 7104, unworked or simply sawn or roughly shaped","7104","6","1"
"HS22","710491","Stones; diamonds, n.e.c. in heading 7104, worked or graded but not strung, mounted or set; ungraded synthetic or reconstructed precious or semi-precious stones, temporarily strung for convenience of transport","7104","6","1"
"HS22","710499","Stones; synthetic or reconstructed precious or semi-precious n.e.c. in heading 7104, worked or graded but not strung, mounted or set; ungraded synthetic or reconstructed precious or semi-precious stones, temporarily strung for convenience of transport","7104","6","1"
"HS22","7105","Dust and powder of natural or synthetic precious or semi-precious stone","71","4","0"
"HS22","710510","Stones; precious and semi-precious, dust and powder, of diamonds","7105","6","1"
"HS22","710590","Stones; precious and semi-precious, dust and powder, of natural or synthetic precious or semi-precious stones, excluding diamonds","7105","6","1"
"HS22","7106","Silver (including silver plated with gold or platinum); unwrought or in semi-manufactured forms, or in powder form","71","4","0"
"HS22","710610","Metals; silver powder","7106","6","1"
"HS22","710691","Metals; silver, unwrought, (but not powder)","7106","6","1"
"HS22","710692","Metals; silver, semi-manufactured","7106","6","1"
"HS22","7107","Base metals clad with silver; not further worked than semi-manufactured","71","4","0"
"HS22","710700","Base metals clad with silver; not further worked than semi-manufactured","7107","6","1"
"HS22","7108","Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form","71","4","0"
"HS22","710811","Metals; gold, non-monetary, powder","7108","6","1"
"HS22","710812","Metals; gold, non-monetary, unwrought (but not powder)","7108","6","1"
"HS22","710813","Metals; gold, semi-manufactured","7108","6","1"
"HS22","710820","Gold, monetary","7108","6","1"
"HS22","7109","Base metals or silver, clad with gold, not further worked than semi-manufactured","71","4","0"
"HS22","710900","Base metals or silver; clad with gold, not further worked than semi-manufactured","7109","6","1"
"HS22","7110","Platinum; unwrought or in semi-manufactured forms, or in powder form","71","4","0"
"HS22","711011","Metals; platinum, unwrought or in powder form","7110","6","1"
"HS22","711019","Metals; platinum, semi-manufactured","7110","6","1"
"HS22","711021","Metals; palladium, unwrought or in powder form","7110","6","1"
"HS22","711029","Metals; palladium, semi-manufactured","7110","6","1"
"HS22","711031","Metals; rhodium, unwrought or in powder form","7110","6","1"
"HS22","711039","Metals; rhodium, semi-manufactured","7110","6","1"
"HS22","711041","Metals; iridium, osmium, ruthenium, unwrought or in powder form","7110","6","1"
"HS22","711049","Metals; iridium, osmium, ruthenium, semi-manufactured","7110","6","1"
"HS22","7111","Base metals, silver or gold, clad with platinum; not further worked than semi-manufactured","71","4","0"
"HS22","711100","Base metals, silver or gold, clad with platinum; not further worked than semi-manufactured","7111","6","1"
"HS22","7112","Waste and scrap of precious metal or of metal clad with precious metal; other waste and scrap containing precious metal compounds, of a kind uses principally for the recovery of precious metal other than goods of heading 85.49","71","4","0"
"HS22","711230","Waste and scrap of precious metal or of metal clad with precious metal; ash containing precious metal or precious metal compounds","7112","6","1"
"HS22","711291","Waste and scrap of precious metals; of gold, including metal clad with gold but excluding sweepings containing other precious metals","7112","6","1"
"HS22","711292","Waste and scrap of precious metals; of platinum, including metal clad with platinum but excluding sweepings containing other precious metals","7112","6","1"
"HS22","711299","Waste and scrap of precious metals; waste and scrap of precious metals including metal clad with precious metals, other than that of gold and platinum and excluding ash which contains precious metal or precious metal compounds","7112","6","1"
"HS22","7113","Jewellery articles and parts thereof, of precious metal or of metal clad with precious metal","71","4","0"
"HS22","711311","Jewellery; of silver, whether or not plated or clad with other precious metal, and parts thereof","7113","6","1"
"HS22","711319","Jewellery; of precious metal (excluding silver) whether or not plated or clad with precious metal, and parts thereof","7113","6","1"
"HS22","711320","Jewellery; of base metal clad with precious metal, and parts thereof","7113","6","1"
"HS22","7114","Articles of goldsmiths' or silversmiths' wares and parts thereof, of precious metal or of metal clad with precious metal","71","4","0"
"HS22","711411","Silversmiths' wares; and parts thereof, of silver, whether or not plated or clad with other precious metal","7114","6","1"
"HS22","711419","Goldsmiths' wares; articles of and parts thereof, of precious metal (excluding silver) whether or not plated or clad with precious metal","7114","6","1"
"HS22","711420","Goldsmiths' and silversmiths' wares; articles of and parts thereof, of base metal clad with precious metal","7114","6","1"
"HS22","7115","Articles of precious metal or of metal clad with precious metal","71","4","0"
"HS22","711510","Metal; catalysts in the form of wire cloth or grill, of platinum","7115","6","1"
"HS22","711590","Metal; precious or metal clad with precious metal, other than that of item no. 7115.10","7115","6","1"
"HS22","7116","Articles of natural or cultured pearls, precious or semi-precious stones (natural, synthetic or reconstructed)","71","4","0"
"HS22","711610","Pearls; articles of natural or cultured pearls","7116","6","1"
"HS22","711620","Stones; precious or semi-precious stones (natural, synthetic or reconstructed) articles of","7116","6","1"
"HS22","7117","Imitation jewellery","71","4","0"
"HS22","711711","Jewellery; imitation, cuff links and studs, of base metal, whether or not plated with precious metal","7117","6","1"
"HS22","711719","Jewellery; imitation, (excluding cuff links and studs), of base metal, whether or not plated with precious metal","7117","6","1"
"HS22","711790","Jewellery; imitation, of other than base metal, whether or not plated with precious metal","7117","6","1"
"HS22","7118","Coin","71","4","0"
"HS22","711810","Coin (other than gold coin), not being legal tender","7118","6","1"
"HS22","711890","Coin; other than coin of item no. 7118.10","7118","6","1"
"HS22","72","Iron and steel","TOTAL","2","0"
"HS22","7201","Pig iron and spiegeleisen in pigs, blocks or other primary forms","72","4","0"
"HS22","720110","Iron; non-alloy pig iron containing by weight 0.5% or less of phosphorus, in pigs, blocks or other primary forms","7201","6","1"
"HS22","720120","Iron; non-alloy pig iron containing by weight more than 0.5% of phosphorus, in pigs, blocks or other primary forms","7201","6","1"
"HS22","720150","Iron; alloy pig iron; spiegeleisen, in pigs, blocks or other primary forms","7201","6","1"
"HS22","7202","Ferro-alloys","72","4","0"
"HS22","720211","Ferro-alloys; ferro-manganese, containing by weight more than 2% of carbon","7202","6","1"
"HS22","720219","Ferro-alloys; ferro-manganese, containing by weight 2% or less of carbon","7202","6","1"
"HS22","720221","Ferro-alloys; ferro-silicon, containing by weight more than 55% of silicon","7202","6","1"
"HS22","720229","Ferro-alloys; ferro-silicon, containing by weight 55% or less of silicon","7202","6","1"
"HS22","720230","Ferro-alloys; ferro-silico-manganese","7202","6","1"
"HS22","720241","Ferro-alloys; ferro-chromium, containing by weight more than 4% of carbon","7202","6","1"
"HS22","720249","Ferro-alloys; ferro-chromium, containing by weight 4% or less of carbon","7202","6","1"
"HS22","720250","Ferro-alloys; ferro-silico-chromium","7202","6","1"
"HS22","720260","Ferro-alloys; ferro-nickel","7202","6","1"
