File Name,Input Field Name,Type & Description,Property field status,Data Type,Default,Valid value range,Cyber field status,Liability field status,Marine Cargo field status,version_number
Loc,BIWaitingPeriod,BI waiting period (in days),O,smallint,0,"[0,)",n/a,n/a,n/a,2.1.0
Loc,LocPeril,Perils for location financial terms,CR,varchar(250),,,n/a,n/a,n/a,2.1.0
Loc,YearUpgraded,Year the building was upgraded (4 digit year),O,smallint,0,"[0,)",n/a,n/a,n/a,2.1.0
Loc,SurgeLeakage,Storm leakage percentage (0% to 100%) for Wind only policies,O,float,-999,"[-999,-999], [0,1]",n/a,n/a,n/a,2.1.0
Loc,SprinklerType,Sprinkler type,O,tinyint,0,,n/a,n/a,n/a,2.1.0
Loc,PercentSprinklered,Percent sprinklered. Values between 0 and 1 inclusive (0.5 = 50%); -999 is unknown,O,float,-999,"[-999,-999], [0,1]",n/a,n/a,n/a,2.1.0
Loc,RoofCover,Code that represents the material used to cover the roof,O,tinyint,0,,n/a,n/a,n/a,2.1.0
Loc,RoofYearBuilt,Year the roof was last replaced (4 digit year),O,smallint,0,"[0,)",n/a,n/a,n/a,2.1.0
Loc,RoofGeometry,Code that represents the shape of the roof,O,tinyint,0,,n/a,n/a,n/a,2.1.0
Loc,RoofEquipment,captures if mechanical or electric equipment is braced on the roof and the impact this modifier will have on the losses.,O,tinyint,0,,n/a,n/a,n/a,2.1.0
Loc,RoofFrame,Roof framing material,O,tinyint,0,,n/a,n/a,n/a,2.1.0
Loc,RoofMaintenance,Captures the impact roof maintenance has on the losses,O,tinyint,0,,n/a,n/a,n/a,2.1.0
Loc,BuildingCondition,Building condition,O,tinyint,0,,n/a,n/a,n/a,2.1.0
Loc,RoofAttachedStructures,"Code that identifies items mounted on the roof, such as A/C units, skylights, or dormers",O,tinyint,0,,n/a,n/a,n/a,2.1.0
Loc,RoofDeck,Code that represents the materials used to construct the roof deck,O,tinyint,0,,n/a,n/a,n/a,2.1.0
Loc,RoofPitch,Code that represents the slope of the roof,O,tinyint,0,,n/a,n/a,n/a,2.1.0
Loc,RoofAnchorage,Code that represents the connections used to secure the roof support system to the walls,O,tinyint,0,,n/a,n/a,n/a,2.1.0
Loc,RoofDeckAttachment,Code that represents the connections used to secure the roof deck to the underlying roof support system,O,tinyint,0,,n/a,n/a,n/a,2.1.0
Loc,RoofCoverAttachment,Code that represents the connections used to secure the roof covering to the roof deck,O,tinyint,0,,n/a,n/a,n/a,2.1.0
Loc,GlassType,Code that represents the type of glass used in the building,O,tinyint,0,,n/a,n/a,n/a,2.1.0
Loc,LatticeType,Code that represents the type of web used for H-shaped steel,O,tinyint,0,,n/a,n/a,n/a,2.1.0
Loc,FloodZone,Flood zone. Free text field.,O,varchar(20),,,n/a,n/a,n/a,2.1.0
Loc,SoftStory,Code that indicates if there is structural weakness at any floor.  First floor garages and taller first floors are likely to exhibit soft-story behaviour.,O,tinyint,0,,n/a,n/a,n/a,2.1.0
Loc,Basement,Code that defines if there is a basement and if so whether it is finished or unfinished,O,tinyint,0,,n/a,n/a,n/a,2.1.0
Loc,BasementLevelCount,"Indicates the number of basement levels in a structure (supports up to 5 levels; for more than 5, enter 5).",O,tinyint,0,"[0,5]",n/a,n/a,n/a,2.1.0
Loc,WindowProtection,Code that represents the wind protection systems used on the windows,O,tinyint,0,,n/a,n/a,n/a,2.1.0
Loc,FoundationType,Code that represents the construction type of the building's foundation,O,tinyint,0,,n/a,n/a,n/a,2.1.0
Loc,WallAttachedStructure," 
Code that represents a structure that is physically attached to the building, such as garage or balcony",O,tinyint,0,,n/a,n/a,n/a,2.1.0
Loc,AppurtenantStructure," 
Code for the appurtenant building, such as shed or detached garage",O,tinyint,0,,n/a,n/a,n/a,2.1.0
Loc,ConstructionQuality,Construction quality,O,tinyint,0,,n/a,n/a,n/a,2.1.0
Loc,GroundEquipment,Captures whether mechanical or electrical equipment are present on the ground level of a building and impact it has on losses,O,tinyint,0,,n/a,n/a,n/a,2.1.0
Loc,EquipmentBracing,Identifies where mechanical or electrical equipment is held in place by bracing,O,tinyint,0,,n/a,n/a,n/a,2.1.0
Loc,Flashing,Refers to the impact the quality of the flashing or coping on a roof has on losses,O,tinyint,0,,n/a,n/a,n/a,2.1.0
Loc,BuildingShape,Code that represents the shape of the building,O,tinyint,0,,n/a,n/a,n/a,2.1.0
Loc,ShapeIrregularity,"Identifies vertical irregularities, overhangs and setbacks in the building design",O,tinyint,0,,n/a,n/a,n/a,2.1.0
Loc,Pounding,"Code that represents the distance to the closest structure, which if not adequate, can cause the two structures to collide during earthquake shaking",O,tinyint,0,,n/a,n/a,n/a,2.1.0
Loc,Ornamentation,Code that represents the amount of decorative elements attached to the exterior of a building,O,tinyint,0,,n/a,n/a,n/a,2.1.0
Loc,SpecialEQConstruction,Presence of a seismic base isolation system,O,tinyint,0,,n/a,n/a,n/a,2.1.0
Loc,Retrofit,Presence of retro fit connectivity between walls and floor for retro fit buildings,O,tinyint,0,,n/a,n/a,n/a,2.1.0
Loc,CrippleWall,Presence of cripple walls on the first floor or frame buildings,O,tinyint,0,,n/a,n/a,n/a,2.1.0
Loc,FoundationConnection,Connection of frame to foundation with or without bolts,O,tinyint,0,,n/a,n/a,n/a,2.1.0
Loc,ShortColumn,Code that indicates if there are short columns in the building,O,tinyint,0,,n/a,n/a,n/a,2.1.0
Loc,Fatigue,Captures signs of damage from prior earthquakes,O,tinyint,0,,n/a,n/a,n/a,2.1.0
Loc,Cladding,The presence and material of exterior building cladding,O,tinyint,0,,n/a,n/a,n/a,2.1.0
Loc,BIPreparedness,BI preparedness,O,tinyint,0,,n/a,n/a,n/a,2.1.0
Loc,BIRedundancy,BI redundancy,O,tinyint,0,,n/a,n/a,n/a,2.1.0
Loc,FirstFloorHeight,Height of the lowest floor (above ground) of the building with respect to local ground elevation (NOT relative to datum). First floor in the US is identical to ground floor in Europe.,O,float,-999,"[-999,)",n/a,n/a,n/a,2.1.0
Loc,FirstFloorHeightUnit,Code for the unit of measure used to express FirstFloorHeight,O,tinyint,1,,n/a,n/a,n/a,2.1.0
Loc,Datum,Datum reference for the elevation fields (e.g. NAVD88; WGS84),O,varchar(20),,,n/a,n/a,n/a,2.1.0
Loc,GroundElevation,Flood or Windstorm - Elevation of the local ground surface at the building at this location. This field represents the elevation of the grade (local ground surface) with respect to the datum (e.g. NAVD88).,O,float,-999,"[-999,)",n/a,n/a,n/a,2.1.0
Loc,GroundElevationUnit,Code for the unit of measure used to express the GroundElevation,O,tinyint,1,,n/a,n/a,n/a,2.1.0
Loc,Tank,Code that indicates if there are rooftop tanks on the adjoining higher buildings,O,tinyint,0,,n/a,n/a,n/a,2.1.0
Loc,Redundancy,"Indicates whether there are multiple lateral load resisting elements, such as frames or shear walls",O,tinyint,0,,n/a,n/a,n/a,2.1.0
Loc,InternalPartition,Interior wall partitions or chimneys made from URM,O,tinyint,0,,n/a,n/a,n/a,2.1.0
Loc,ExternalDoors,"Wind resistant doors, doors with a certain rating of hurricane protection",O,tinyint,0,,n/a,n/a,n/a,2.1.0
Loc,Torsion,Code that represents the layout of structural elements that can lead to torsional loads,O,tinyint,0,,n/a,n/a,n/a,2.1.0
Loc,MechanicalEquipmentSide,Mechanical or electrical equipment at the side,O,tinyint,0,,n/a,n/a,n/a,2.1.0
Loc,ContentsWindVuln,Contents relative vulnerability to windstorm or tornado,O,tinyint,0,,n/a,n/a,n/a,2.1.0
Loc,ContentsFloodVuln,Contents relative vulnerability to flood,O,tinyint,0,,n/a,n/a,n/a,2.1.0
Loc,ContentsQuakeVuln,Contents relative vulnerability to earthquake,O,tinyint,0,,n/a,n/a,n/a,2.1.0
Loc,SmallDebris,Code that identifies whether small debris are present within 200 meters of the structure,O,tinyint,0,,n/a,n/a,n/a,2.1.0
Loc,FloorsOccupied,"Number of floors in the building that are occupied (separated by semi-colons). Each floor occupied is separated by a semi-colon. Ranges are not accepted. 0 = ground floor, -1 = first level of basement, -2 = second level of basement; 1 = first floor, 2 = second floor, etc.",O,varchar(255),,,n/a,n/a,n/a,2.1.0
Loc,FloodDefenseHeight,Height of any site specific flood defenses protecting the property with respect to local ground elevation (NOT to datum).,O,float,-999,"[-999,)",n/a,n/a,n/a,2.1.0
Loc,FloodDefenseHeightUnit,Code for the unit of measure used to express the FloodDefenseHeight,O,tinyint,1,,n/a,n/a,n/a,2.1.0
Loc,FloodDebrisResilience,Shows if building is vulnerable to floating debris,O,tinyint,0,,n/a,n/a,n/a,2.1.0
Loc,BaseFloodElevation,Water surface elevation (relative to datum - this is NOT a flood depth) corresponding to a flood having a 1% probability of being equaled or exceeded in a given year. A value of -999 for this field represents unknown/default.,O,float,-999,"[-999,-999], [0,1]",n/a,n/a,n/a,2.1.0
Loc,BaseFloodElevationUnit,Code for the unit of measure used to express the BaseFloodElevation,O,tinyint,1,,n/a,n/a,n/a,2.1.0
Loc,BuildingHeight,Total height of the structure,O,float,-999,"[-999,)",n/a,n/a,n/a,2.1.0
Loc,BuildingHeightUnit,Units of the BuildingHeight,O,tinyint,1,,n/a,n/a,n/a,2.1.0
Loc,BuildingValuation,Field for third party valuation data,O,varchar(20),,,n/a,n/a,n/a,2.1.0
Loc,TreeExposure,Secondary modifier coding density of trees adjacent to structure,O,tinyint,0,,n/a,n/a,n/a,2.1.0
Loc,Chimney,"Code that indicates if the structure has a chimney and, if so, the height of the chimney",O,tinyint,0,,n/a,n/a,n/a,2.1.0
Loc,BuildingType,"Building type (e.g. detached, terraced, etc)",O,tinyint,0,,n/a,n/a,n/a,2.1.0
Loc,Packaging,Describes the susceptibility of the packaging of a risk to the peril,O,tinyint,0,,n/a,n/a,n/a,2.1.0
Loc,Protection,Describes the level of protection from the specific peril,O,tinyint,0,,n/a,n/a,n/a,2.1.0
Loc,SalvageProtection,The salvage potential of a particular product,O,tinyint,0,,n/a,n/a,n/a,2.1.0
Loc,ValuablesStorage,Where the specie element is stored,O,tinyint,0,,n/a,n/a,n/a,2.1.0
Loc,DaysHeld,Number of days cargo is kept at port or the duration of an exhibition. Values between 0 to 1825 (up to 5 years). Default = 365.,O,smallint,365,"[0,1825]",n/a,n/a,n/a,2.1.0
Loc,BrickVeneer,Code that represents the percentage of external walls that consist of brick veneer.,O,tinyint,0,,n/a,n/a,n/a,2.1.0
Loc,FEMACompliance,Indicates whether the building is in compliance with the FEMA flood zone requirements in both design and construction,O,tinyint,0,,n/a,n/a,n/a,2.1.0
Loc,CustomFloodSOP,"Standard of flood protection return period; values from 0-10,000",O,tinyint,0,"[0,10000]",n/a,n/a,n/a,2.1.0
Loc,CustomFloodZone,User-defined flood zone,O,varchar(20),,,n/a,n/a,n/a,2.1.0
Loc,MultiStoryHall,Code that indicates if the building has a multi-story hall,O,tinyint,0,,n/a,n/a,n/a,2.1.0
Loc,BuildingExteriorOpening,Code that represents the percentage of exterior walls that are open (i.e. have windows or doors),O,tinyint,0,,n/a,n/a,n/a,2.1.0
Loc,ServiceEquipmentProtection,Code that indicates whether the service equipment is protected from flood,O,tinyint,0,,n/a,n/a,n/a,2.1.0
Loc,TallOneStory,"The height of the taller than usual one-story building (e.g. gymnasium, auditorium, church, etc.)",O,tinyint,0,,n/a,n/a,n/a,2.1.0
Loc,TerrainRoughness,Terrain conditions around the building.,O,tinyint,0,,n/a,n/a,n/a,2.1.0
Loc,NumberOfOccupants,Number of Occupants,O,int,,"[1,)",n/a,n/a,n/a,2.1.0
Loc,Payroll,Total payroll,O,int,,"[1,)",n/a,n/a,n/a,2.1.0
ReinsInfo,ReinsNumber,Reinsurance number,R,int,,"[1,)",n/a,n/a,n/a,2.1.0
ReinsInfo,ReinsName,Reinsurance name,O,varchar(30),,,n/a,n/a,n/a,2.1.0
ReinsInfo,ReinsLayerNumber,Reinsurance layer for information / ordering purposes,O,int,,"[1,)",n/a,n/a,n/a,2.1.0
ReinsInfo,ReinsPeril,Perils for reinsurance financial terms,R,varchar(250),,,n/a,n/a,n/a,2.1.0
ReinsInfo,ReinsInceptionDate,Reinsurance inception date - in ISO 8601 format: YYYY-MM-DD,O,smalldatetime,,,n/a,n/a,n/a,2.1.0
ReinsInfo,ReinsExpiryDate,Reinsurance expiry date - in ISO 8601 format: YYYY-MM-DD,O,smalldatetime,,,n/a,n/a,n/a,2.1.0
ReinsInfo,CededPercent,Reinsurance ceded percentage. Used mainly in surplus treaties. Applies before other reinsurance terms. Values between 0 to 1 (e.g. 12% entered as 0.12),O,float,1,"[0,1]",n/a,n/a,n/a,2.1.0
ReinsInfo,RiskLimit,Reinsurance per-risk limit,O,float,0,"[0,)",n/a,n/a,n/a,2.1.0
ReinsInfo,RiskAttachment,Reinsurance per-risk attachment point,O,float,0,"[0,)",n/a,n/a,n/a,2.1.0
ReinsInfo,OccLimit,Reinsurance occurrence limit,O,float,0,"[0,)",n/a,n/a,n/a,2.1.0
ReinsInfo,OccAttachment,Reinsurance per occurrence attachment,O,float,0,"[0,)",n/a,n/a,n/a,2.1.0
ReinsInfo,OccFranchiseDed,Reinsurance franchise deductible,O,float,0,"[0,)",n/a,n/a,n/a,2.1.0
ReinsInfo,OccReverseFranchise,"Reinsurance reverse franchise - a value of loss that, if exceeded, results in no payment being made for this event from the reinsurer to insurer.",O,float,0,"[0,)",n/a,n/a,n/a,2.1.0
ReinsInfo,AggLimit,Maximum amount payable under this treaty during the AggPeriod,O,float,0,"[0,)",n/a,n/a,n/a,2.1.0
ReinsInfo,AggAttachment,The aggregate monetary amount during a given AggPeriod that the resinured retains under this treaty,O,float,0,"[0,)",n/a,n/a,n/a,2.1.0
ReinsInfo,AggPeriod,Aggregate period associated with the aggregate limits and attachments (in days). Default value = 365 (1 year),O,float,365,"[0,3650]",n/a,n/a,n/a,2.1.0
ReinsInfo,PlacedPercent,Percentage of the limit that has been placed in the reinsurance market. The main percentage used for reinsurance treaties other than surplus. Applies after other reinsurance terms. Values between 0 to 1 (e.g. 12% entered as 0.12),R,float,,"[0,1]",n/a,n/a,n/a,2.1.0
ReinsInfo,ReinsCurrency,Reinsurance currency,R,char(3),,,n/a,n/a,n/a,2.1.0
ReinsInfo,InuringPriority,Reinsurance inuring priority capturing the order in which reinsurance contracts apply. Treaties with lower number inuring priorities apply first.,R,tinyint,,"[1,)",n/a,n/a,n/a,2.1.0
ReinsInfo,ReinsType,Type of reinsurance contract,R,varchar(3),,,n/a,n/a,n/a,2.1.0
ReinsInfo,AttachmentBasis,Reinsurance attachment basis,O,char(2),('LO'),,n/a,n/a,n/a,2.1.0
ReinsInfo,Reinstatement,Number of reinstatements,O,tinyint,,"[0,)",n/a,n/a,n/a,2.1.0
ReinsInfo,ReinstatementCharge,"Reinstatement charge as %; semi-colon separated if different for each reinstatement (e.g. 1-free, 2-50%, 3-100% should be entered as: 0;0.5;1). If all reinstatements are the same, then just one number is sufficient (e.g. 3 reinstatements at 100% should be entered as 1)",O,varchar(50),,,n/a,n/a,n/a,2.1.0
ReinsInfo,ReinsPremium,Reinsurance premium,O,float,0,"[0,)",n/a,n/a,n/a,2.1.0
ReinsInfo,DeemedPercentPlaced,"Deemed percent placed, used to represent notional contracts or any part of the contract being notional. For fully notional contracts, enter 1 (i.e. 100%). For partially placed contracts, enter any value between 0 and 1. For real contracts, enter 0.",O,float,0,"[0,1]",n/a,n/a,n/a,2.1.0
ReinsInfo,ReinsFXrate,Reinsurance exchange rate (as the contractual reinsurance rate can be different from the actual exchange rates used for policies and locations),O,float,1,"[0,)",n/a,n/a,n/a,2.1.0
ReinsInfo,TreatyShare,The percentage of a treaty that a given reinsurer may write. Values between 0 to 1 (e.g. 12% entered as 0.12).,O,float,1,"[0,1]",n/a,n/a,n/a,2.1.0
ReinsInfo,UseReinsDates,A flag to indicate if reinsurance contract dates or  policy inception / expiry dates are to be considered when calculating losses (Y) or ignored (N).,O,char(1),N,,n/a,n/a,n/a,2.1.0
ReinsScope,ReinsNumber,Reinsurance number to link with ReinsInfo file,R,int,,"[1,)",n/a,n/a,n/a,2.1.0
ReinsScope,PortNumber,Portfolio number: used for defining treaty scope in the reinsurance scope file,CR,varchar(20),,,n/a,n/a,n/a,2.1.0
ReinsScope,AccNumber,Account number:  used for defining treaty scope in the reinsurance scope file,CR,nvarchar(40),,,n/a,n/a,n/a,2.1.0
ReinsScope,PolNumber,Policy number:  used for defining treaty scope in the reinsurance scope file,CR,varchar(20),,,n/a,n/a,n/a,2.1.0
ReinsScope,LocGroup,Location group name:  used for defining treaty scope in the reinsurance scope file,CR,nvarchar(20),,,n/a,n/a,n/a,2.1.0
ReinsScope,LocNumber,Location number:  used for defining treaty scope in the reinsurance scope file,CR,nvarchar(20),,,n/a,n/a,n/a,2.1.0
ReinsScope,CedantName,Cedant name:  used for defining treaty scope in the reinsurance scope file,CR,varchar(40),,,n/a,n/a,n/a,2.1.0
ReinsScope,ProducerName,Producer name:  used for defining treaty scope in the reinsurance scope file,CR,varchar(40),,,n/a,n/a,n/a,2.1.0
ReinsScope,LOB,Line of business:  used for defining treaty scope in the reinsurance scope file,CR,varchar(20),,,n/a,n/a,n/a,2.1.0
ReinsScope,CountryCode,Country code: used for defining treaty scope in the reinsurance scope file,O,char(2),,,n/a,n/a,n/a,2.1.0
ReinsScope,ReinsTag,Reinsurance tag: user defined field to for defining treaty scope in the reinsurance scope file,CR,varchar(20),,,n/a,n/a,n/a,2.1.0
ReinsScope,CededPercent,"Ceded percentage (for 12%, enter 0.12). Within the reinsurance scope file, CededPercent should only be entered for surplus share treaties.",CR,float,1,"[0,1]",n/a,n/a,n/a,2.1.0
ReinsInfo,RiskLevel,Code to indicate the definition of 'risk' for the per-risk terms in this particular treaty (or portion of the treaty),R,char(3),,,n/a,n/a,n/a,2.1.0
Loc,StaticMotorVehicle,Identifies whether a risk is static or dynamic (moves from location to location),O,tinyint,0,"[0,1]",n/a,n/a,n/a,2.1.0
Acc,CondClass,Flags whether a condition is a policy restriction,O,tinyint,0,"[0,1]",n/a,n/a,n/a,2.1.0
Acc; Loc,CondTag,Identifies a group of locations which are subject to one or more conditions.,CR,varchar(20),,,n/a,n/a,n/a,2.1.0
Acc; Loc; ReinsInfo; ReinsScope,OEDVersion,The OED schema version of the file,O,varchar(10),latest version,,n/a,n/a,n/a,2.1.0
Loc,IsAggregate,Agggrated Data based on NumberOfBuildings field,O,tinyint,0,"[0,1]",n/a,n/a,n/a,2.1.0
Loc,OccupantPeriod,Period/time of day/season for 'NumberOfOccupants',O,tinyint,0,"[0,8]",n/a,n/a,n/a,2.1.0
Acc; Loc,PortNumber,Portfolio number,R,varchar(20),,,n/a,n/a,n/a,2.1.1
Acc,PortName,Portfolio name,O,varchar(40),,,n/a,n/a,n/a,2.1.1
Acc,PortNotes,"Portfolio notes, longer description than allowed in portfolio name",O,varchar(200),,,n/a,n/a,n/a,2.1.1
Acc; Loc,AccNumber,Account number,R,nvarchar(40),,,n/a,n/a,n/a,2.1.1
Acc,AccName,Account name,O,nvarchar(100),,,n/a,n/a,n/a,2.1.1
Acc,AccGroup,"Account group, could use to group multiple accounts (e.g. for binders)",O,varchar(40),,,n/a,n/a,n/a,2.1.1
Acc,AccStatus,"Account status. Aside from predefined values, you can use other single character values for user specific purposes",O,char(1),,,n/a,n/a,n/a,2.1.1
Acc,ExpiringAccNumber,Expiring account number,O,nvarchar(40),,,n/a,n/a,n/a,2.1.1
Acc,CedantName,Cedant name (defined at account level),O,varchar(40),,,n/a,n/a,n/a,2.1.1
Acc,AccCurrency,Account currency,R,char(3),,,n/a,n/a,n/a,2.1.1
Acc,AccUserDef1,Account user defined field 1,O,varchar(20),,,n/a,n/a,n/a,2.1.1
Acc,AccUserDef2,Account user defined field 2,O,varchar(20),,,n/a,n/a,n/a,2.1.1
Acc,AccUserDef3,Account user defined field 3,O,varchar(20),,,n/a,n/a,n/a,2.1.1
Acc,AccUserDef4,Account user defined field 4,O,varchar(20),,,n/a,n/a,n/a,2.1.1
Acc,AccUserDef5,Account user defined field 5,O,varchar(20),,,n/a,n/a,n/a,2.1.1
Acc,FlexiAccZZZ,Flexible field that is stored in FlexiAcc table in ModifierName = ZZZ,O,varchar(40),,,n/a,n/a,n/a,2.1.1
Acc,AccPeril,Perils for account financial terms,CR,varchar(250),,,n/a,n/a,n/a,2.1.1
Acc,AccDedCode1Building,Account building deductible code,O,tinyint,0,,n/a,n/a,n/a,2.1.1
Acc,AccDedType1Building,Account building deductible type,CR,tinyint,0,,n/a,n/a,n/a,2.1.1
Acc,AccDed1Building,Account building deductible,CR,float,0,"[0,)",n/a,n/a,n/a,2.1.1
Acc,AccMinDed1Building,Account minimum building deductible,CR,float,0,"[0,)",n/a,n/a,n/a,2.1.1
Acc,AccMaxDed1Building,Account maximum building deductible,CR,float,0,"[0,)",n/a,n/a,n/a,2.1.1
Acc,AccDedCode2Other,Account other building deductible code,O,tinyint,0,,n/a,n/a,n/a,2.1.1
Acc,AccDedType2Other,Account other building deductible type,CR,tinyint,0,,n/a,n/a,n/a,2.1.1
Acc,AccDed2Other,Account other building deductible,CR,float,0,"[0,)",n/a,n/a,n/a,2.1.1
Acc,AccMinDed2Other,Account minimum other building deductible,CR,float,0,"[0,)",n/a,n/a,n/a,2.1.1
Acc,AccMaxDed2Other,Account maximum other building deductible,CR,float,0,"[0,)",n/a,n/a,n/a,2.1.1
Acc,AccDedCode3Contents,Account contents deductible code,O,tinyint,0,,n/a,n/a,n/a,2.1.1
Acc,AccDedType3Contents,Account contents deductible type,CR,tinyint,0,,n/a,n/a,n/a,2.1.1
Acc,AccDed3Contents,Account contents deductible,CR,float,0,"[0,)",n/a,n/a,n/a,2.1.1
Acc,AccMinDed3Contents,Account minimum contents deductible,CR,float,0,"[0,)",n/a,n/a,n/a,2.1.1
Acc,AccMaxDed3Contents,Account maximum contents deductible,CR,float,0,"[0,)",n/a,n/a,n/a,2.1.1
Acc,AccDedCode4BI,Account BI deductible code,O,tinyint,0,,n/a,n/a,n/a,2.1.1
